id,Вид услуги,Категория услуги,isFree
559466_101hotels,Телевизор,Удобства в номерах,0.0
559466_101hotels,Лаундж,Инфраструктура,0.0
559466_101hotels,Огнетушители,Безопасность,0.0
559466_101hotels,Отопление,Удобства в номерах,0.0
559466_101hotels,Охрана,Безопасность,0.0
559466_101hotels,Первая береговая линия,Инфраструктура,0.0
559466_101hotels,Пешие экскурсии,Экскурсии,0.0
559466_101hotels,Аптечка,Медицинские услуги,0.0
559466_101hotels,Прачечные услуги,Бытовые услуги,0.0
559466_101hotels,Гладильные услуги,Бытовые услуги,0.0
559466_101hotels,Прокат лодки,Услуги проката,0.0
559466_101hotels,Прокат лошадей,Услуги проката,0.0
559466_101hotels,Рыбалка,Охота и рыбалка,0.0
559466_101hotels,Для детей,Удобства для детей,0.0
559466_101hotels,Безопасность,Безопасность,0.0
559466_101hotels,Диетическое меню,Питание,0.0
559466_101hotels,Обслуживание номеров,Бытовые услуги,0.0
559466_101hotels,Тематический ужин,Развлекательные программы,0.0
559466_101hotels,Терраса,Спа и отдых,0.0
559466_101hotels,Услуги трансфера,Услуги трансфера,-1.0
559466_101hotels,Питание,Питание,0.0
559466_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
559466_101hotels,Экскурсии,Экскурсии,0.0
559466_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
559466_101hotels,Автопарковка,Парковка,0.0
559466_101hotels,Детская игровая площадка,Развлечения для детей,0.0
559466_101hotels,Аренда конференц-зала,,0.0
559466_101hotels,Прокат велосипеда,Услуги проката,0.0
559466_101hotels,Детское меню,Питание,0.0
559466_101hotels,Детское меню,Удобства для детей,0.0
559466_101hotels,Размещение с домашними животными,Правила проживания,0.0
559466_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
632322_101hotels,"Интернет, wi-fi",Интернет,0.0
632322_101hotels,Балкон,Удобства в номерах,0.0
632322_101hotels,Банкетный зал,Развлекательные программы,0.0
632322_101hotels,Меры против covid-19,Профилактика covid-19,0.0
632322_101hotels,Вид на байкал,Вид,0.0
632322_101hotels,Вид на горы,Вид,0.0
632322_101hotels,Вид на озеро,Вид,0.0
632322_101hotels,Видеонаблюдение,Безопасность,0.0
632322_101hotels,Водонагреватель,Удобства в номерах,0.0
632322_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
632322_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
632322_101hotels,Вызов такси,Услуги трансфера,0.0
632322_101hotels,Уборка,Профилактика covid-19,0.0
632322_101hotels,Датчики дыма,Безопасность,0.0
632322_101hotels,,,0.0
632322_101hotels,Дезинфекция,Профилактика covid-19,0.0
632322_101hotels,Доставка еды,Питание,0.0
632322_101hotels,Доставка прессы,Бытовые услуги,0.0
632322_101hotels,Доставка еды,Профилактика covid-19,0.0
632322_101hotels,Медицинские услуги,Медицинские услуги,0.0
632322_101hotels,Обслуживание номеров,Бытовые услуги,0.0
632322_101hotels,Завтрак,Питание,0.0
632322_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
632322_101hotels,Места для курения,Инфраструктура,0.0
632322_101hotels,Безналичная оплата,Профилактика covid-19,0.0
632322_101hotels,Номера для некурящих,Правила проживания,0.0
632322_101hotels,Номера для некурящих,Удобства в номерах,0.0
632322_101hotels,Телевизор,Удобства в номерах,0.0
632322_101hotels,Лаундж,Инфраструктура,0.0
632322_101hotels,Огнетушители,Безопасность,0.0
632322_101hotels,Отопление,Удобства в номерах,0.0
632322_101hotels,Будильник,Бытовые услуги,0.0
632322_101hotels,Аптечка,Медицинские услуги,0.0
632322_101hotels,Прачечные услуги,Бытовые услуги,0.0
